course_id,title,platform,instructor,specialty,skills,level,duration,price,rating,language,certificate,url
283,GraphQL with React (Beginner),Udemy,Stephen Grider,Backend Development,Django|Node.js|Docker|REST API|GraphQL,Beginner,13 hours,$14.99,4.6,English,Yes,https://www.udemy.com/course/graphql-with-react/
284,GraphQL with React (Intermediate),Udemy,Stephen Grider,Backend Development,Django|Node.js|FastAPI|MongoDB|Docker,Intermediate,13 hours,$14.99,4.6,English,No,https://www.udemy.com/course/graphql-with-react/
285,GraphQL with React (Advanced),Udemy,Stephen Grider,Backend Development,REST API|Django|MongoDB|GraphQL|Redis,Advanced,13 hours,$14.99,4.5,English,No,https://www.udemy.com/course/graphql-with-react/
286,PostgreSQL Complete Developer Guide (Beginner),Udemy,Stephen Grider,Backend Development,MongoDB|Node.js|GraphQL|REST API,Beginner,22 hours,$14.99,4.7,English,No,https://www.udemy.com/course/postgresql-complete-developer-guide/
287,PostgreSQL Complete Developer Guide (Intermediate),Udemy,Stephen Grider,Backend Development,REST API|Redis|PostgreSQL,Intermediate,22 hours,$14.99,4.7,English,No,https://www.udemy.com/course/postgresql-complete-developer-guide/
288,PostgreSQL Complete Developer Guide (Advanced),Udemy,Stephen Grider,Backend Development,GraphQL|Django|MongoDB|Node.js|PostgreSQL,Advanced,22 hours,$14.99,4.6,English,Yes,https://www.udemy.com/course/postgresql-complete-developer-guide/
289,REST APIs with Flask and Python (Beginner),Udemy,Jose Salvatierra,Backend Development,PostgreSQL|Redis|Django|GraphQL,Beginner,17 hours,$14.99,4.7,English,Yes,https://www.udemy.com/course/rest-apis-with-flask-and-python/
290,REST APIs with Flask and Python (Intermediate),Udemy,Jose Salvatierra,Backend Development,REST API|Redis|MongoDB|GraphQL,Intermediate,17 hours,$14.99,4.7,English,Yes,https://www.udemy.com/course/rest-apis-with-flask-and-python/
291,REST APIs with Flask and Python (Advanced),Udemy,Jose Salvatierra,Backend Development,REST API|Express.js|Redis|PostgreSQL|Django,Advanced,17 hours,$14.99,4.6,English,Yes,https://www.udemy.com/course/rest-apis-with-flask-and-python/
292,Go: The Complete Developer's Guide (Beginner),Udemy,Stephen Grider,Backend Development,PostgreSQL|Django|FastAPI|REST API,Beginner,10 hours,$14.99,4.7,English,No,https://www.udemy.com/course/go-the-complete-developers-guide/
293,Go: The Complete Developer's Guide (Intermediate),Udemy,Stephen Grider,Backend Development,FastAPI|Django|REST API,Intermediate,10 hours,$14.99,4.7,English,Yes,https://www.udemy.com/course/go-the-complete-developers-guide/
294,Go: The Complete Developer's Guide (Advanced),Udemy,Stephen Grider,Backend Development,Express.js|REST API|Node.js|MongoDB,Advanced,10 hours,$14.99,4.6,English,No,https://www.udemy.com/course/go-the-complete-developers-guide/
295,Microservices with Node JS (Beginner),Udemy,Stephen Grider,Backend Development,Django|Redis|GraphQL|Express.js|REST API,Beginner,26 hours,$14.99,4.6,English,Yes,https://www.udemy.com/course/microservices-with-node-js/
296,Microservices with Node JS (Intermediate),Udemy,Stephen Grider,Backend Development,Docker|Node.js|Redis|Django|MongoDB,Intermediate,26 hours,$14.99,4.6,English,Yes,https://www.udemy.com/course/microservices-with-node-js/
297,Microservices with Node JS (Advanced),Udemy,Stephen Grider,Backend Development,GraphQL|PostgreSQL|Docker|Express.js,Advanced,26 hours,$14.99,4.5,English,Yes,https://www.udemy.com/course/microservices-with-node-js/
298,Redis for Beginners (Beginner),Udemy,Jack Pethigal,Backend Development,Docker|FastAPI|MongoDB|GraphQL,Beginner,5 hours,$12.99,4.5,English,No,https://www.udemy.com/course/redis-for-beginners/
299,Redis for Beginners (Intermediate),Udemy,Jack Pethigal,Backend Development,PostgreSQL|Redis|REST API|Express.js,Intermediate,5 hours,$12.99,4.5,English,Yes,https://www.udemy.com/course/redis-for-beginners/
300,Redis for Beginners (Advanced),Udemy,Jack Pethigal,Backend Development,Django|PostgreSQL|Node.js|MongoDB|FastAPI,Advanced,5 hours,$12.99,4.4,English,No,https://www.udemy.com/course/redis-for-beginners/
301,Node.js بالعربي,Udemy Arabia,محمد حمدي,Backend Development,REST API|Express.js|GraphQL,Intermediate,20 ساعة,99 جنيه,4.6,Arabic,No,https://www.udemy.com/ar/course/Node.js-بالعربي
302,Django بالعربي,Udemy Arabia,أحمد سامي,Backend Development,Express.js|Django|PostgreSQL,Intermediate,18 ساعة,99 جنيه,4.7,Arabic,No,https://www.udemy.com/ar/course/Django-بالعربي
303,مسار Backend,Mahara-Tech,ITI Egypt,Backend Development,REST API|Django|Redis,Beginner,45 ساعة,مجاني,4.8,Arabic,Yes,https://maharatech.gov.eg/course/مسار-Backend
304,دبلومة Backend,AMIT,AMIT Egypt,Backend Development,FastAPI|Docker|MongoDB,Beginner,4 أشهر,مدفوع,4.7,Arabic,Yes,https://amitlean.com/دبلومة-Backend
305,API Development بالعربي,Udemy Arabia,يوسف حسن,Backend Development,Redis|Node.js|GraphQL,Intermediate,10 ساعات,79 جنيه,4.5,Arabic,No,https://www.udemy.com/ar/course/API-Development-بالعربي
306,مسار Backend Development,Orange Digital Center,Orange Egypt,Backend Development,FastAPI|Redis|Express.js,Intermediate,6 أشهر,مجاني,4.8,Arabic,No,https://www.orangedigitalcenters.com/egypt/مسار-Backend-Development
307,iOS & Swift: Complete iOS Bootcamp (Beginner),Udemy,Angela Yu,Mobile Development,Swift|Firebase|Kotlin,Beginner,55 hours,$14.99,4.8,English,No,https://www.udemy.com/course/ios-and-swift-complete-ios-bootcamp/
308,iOS & Swift: Complete iOS Bootcamp (Intermediate),Udemy,Angela Yu,Mobile Development,React Native|Swift|iOS SDK,Intermediate,55 hours,$14.99,4.8,English,No,https://www.udemy.com/course/ios-and-swift-complete-ios-bootcamp/
309,iOS & Swift: Complete iOS Bootcamp (Advanced),Udemy,Angela Yu,Mobile Development,React Native|SQLite|Git|iOS SDK|Swift,Advanced,55 hours,$14.99,4.7,English,Yes,https://www.udemy.com/course/ios-and-swift-complete-ios-bootcamp/
310,Android App Development with Kotlin (Beginner),Udemy,Tim Buchalka,Mobile Development,iOS SDK|Android SDK|React Native,Beginner,82 hours,$14.99,4.5,English,No,https://www.udemy.com/course/android-app-development-with-kotlin/
311,Android App Development with Kotlin (Intermediate),Udemy,Tim Buchalka,Mobile Development,iOS SDK|Android SDK|Java,Intermediate,82 hours,$14.99,4.5,English,Yes,https://www.udemy.com/course/android-app-development-with-kotlin/
312,Android App Development with Kotlin (Advanced),Udemy,Tim Buchalka,Mobile Development,Android SDK|REST API|SQLite,Advanced,82 hours,$14.99,4.4,English,Yes,https://www.udemy.com/course/android-app-development-with-kotlin/
313,React Native: The Practical Guide (Beginner),Udemy,Maximilian Schwarzmuller,Mobile Development,SQLite|Git|Swift,Beginner,28 hours,$14.99,4.7,English,Yes,https://www.udemy.com/course/react-native-the-practical-guide/
314,React Native: The Practical Guide (Intermediate),Udemy,Maximilian Schwarzmuller,Mobile Development,React Native|iOS SDK|REST API|Swift|Git,Intermediate,28 hours,$14.99,4.7,English,No,https://www.udemy.com/course/react-native-the-practical-guide/
315,React Native: The Practical Guide (Advanced),Udemy,Maximilian Schwarzmuller,Mobile Development,Java|REST API|React Native,Advanced,28 hours,$14.99,4.6,English,Yes,https://www.udemy.com/course/react-native-the-practical-guide/
316,Swift iOS Developer Specialization (Beginner),Coursera,LearnQuest,Mobile Development,Firebase|Kotlin|Swift|Android SDK|REST API,Beginner,4 months,Free,4.6,English,Yes,https://www.coursera.org/learn/swift-ios-developer-specialization
317,Swift iOS Developer Specialization (Intermediate),Coursera,LearnQuest,Mobile Development,REST API|Firebase|iOS SDK,Intermediate,4 months,Free,4.6,English,Yes,https://www.coursera.org/learn/swift-ios-developer-specialization
318,Swift iOS Developer Specialization (Advanced),Coursera,LearnQuest,Mobile Development,Swift|Firebase|Kotlin|React Native|SQLite,Advanced,4 months,Free,4.5,English,Yes,https://www.coursera.org/learn/swift-ios-developer-specialization
319,iOS App Development with Swift (Beginner),Coursera,University of Toronto,Mobile Development,Kotlin|Firebase|React Native|Swift|SQLite,Beginner,4 months,Free,4.7,English,Yes,https://www.coursera.org/learn/ios-app-development-with-swift
320,iOS App Development with Swift (Intermediate),Coursera,University of Toronto,Mobile Development,Firebase|React Native|SQLite|Java|Android SDK,Intermediate,4 months,Free,4.7,English,Yes,https://www.coursera.org/learn/ios-app-development-with-swift
321,iOS App Development with Swift (Advanced),Coursera,University of Toronto,Mobile Development,React Native|Java|Kotlin|Firebase|Android SDK,Advanced,4 months,Free,4.6,English,Yes,https://www.coursera.org/learn/ios-app-development-with-swift
322,Android Development (Beginner),edX,Google,Mobile Development,iOS SDK|Android SDK|Swift,Beginner,5 months,Free,4.7,English,Yes,https://www.edx.org/course/android-development
323,Android Development (Intermediate),edX,Google,Mobile Development,Swift|Firebase|iOS SDK,Intermediate,5 months,Free,4.7,English,Yes,https://www.edx.org/course/android-development
324,Android Development (Advanced),edX,Google,Mobile Development,REST API|Git|SQLite|React Native|Swift,Advanced,5 months,Free,4.6,English,Yes,https://www.edx.org/course/android-development
325,Become a Mobile Developer (Beginner),LinkedIn Learning,LinkedIn,Mobile Development,Android SDK|iOS SDK|Firebase|REST API|Swift,Beginner,20 hours,$39.99/mo,4.5,English,No,https://www.linkedin.com/learning/become-a-mobile-developer
326,Become a Mobile Developer (Intermediate),LinkedIn Learning,LinkedIn,Mobile Development,Kotlin|Firebase|REST API|Android SDK,Intermediate,20 hours,$39.99/mo,4.5,English,No,https://www.linkedin.com/learning/become-a-mobile-developer
327,Become a Mobile Developer (Advanced),LinkedIn Learning,LinkedIn,Mobile Development,Firebase|React Native|SQLite|Java,Advanced,20 hours,$39.99/mo,4.4,English,No,https://www.linkedin.com/learning/become-a-mobile-developer
328,Android Jetpack Compose (Beginner),Udemy,Philipp Lackner,Mobile Development,Git|iOS SDK|Kotlin|Firebase,Beginner,16 hours,$14.99,4.8,English,No,https://www.udemy.com/course/android-jetpack-compose/
329,Android Jetpack Compose (Intermediate),Udemy,Philipp Lackner,Mobile Development,REST API|React Native|iOS SDK,Intermediate,16 hours,$14.99,4.8,English,No,https://www.udemy.com/course/android-jetpack-compose/
330,Android Jetpack Compose (Advanced),Udemy,Philipp Lackner,Mobile Development,Kotlin|Firebase|iOS SDK,Advanced,16 hours,$14.99,4.7,English,No,https://www.udemy.com/course/android-jetpack-compose/
331,SwiftUI Masterclass (Beginner),Udemy,Robert Petras,Mobile Development,Java|REST API|React Native|Firebase,Beginner,36 hours,$14.99,4.7,English,No,https://www.udemy.com/course/swiftui-masterclass/
332,SwiftUI Masterclass (Intermediate),Udemy,Robert Petras,Mobile Development,SQLite|Swift|Firebase|iOS SDK,Intermediate,36 hours,$14.99,4.7,English,No,https://www.udemy.com/course/swiftui-masterclass/
333,SwiftUI Masterclass (Advanced),Udemy,Robert Petras,Mobile Development,Swift|Kotlin|REST API|React Native,Advanced,36 hours,$14.99,4.6,English,Yes,https://www.udemy.com/course/swiftui-masterclass/
334,Kotlin for Android (Beginner),Udemy,Atil Samancioglu,Mobile Development,React Native|SQLite|Swift,Beginner,20 hours,$14.99,4.6,English,Yes,https://www.udemy.com/course/kotlin-for-android/
335,Kotlin for Android (Intermediate),Udemy,Atil Samancioglu,Mobile Development,Android SDK|Firebase|Git,Intermediate,20 hours,$14.99,4.6,English,No,https://www.udemy.com/course/kotlin-for-android/
336,Kotlin for Android (Advanced),Udemy,Atil Samancioglu,Mobile Development,Swift|React Native|SQLite|Git|REST API,Advanced,20 hours,$14.99,4.5,English,No,https://www.udemy.com/course/kotlin-for-android/
337,React Native + Hooks Course (Beginner),Udemy,Stephen Grider,Mobile Development,Java|React Native|Firebase,Beginner,25 hours,$14.99,4.6,English,No,https://www.udemy.com/course/react-native-+-hooks-course/
338,React Native + Hooks Course (Intermediate),Udemy,Stephen Grider,Mobile Development,iOS SDK|Android SDK|Kotlin|Swift,Intermediate,25 hours,$14.99,4.6,English,Yes,https://www.udemy.com/course/react-native-+-hooks-course/
339,React Native + Hooks Course (Advanced),Udemy,Stephen Grider,Mobile Development,Git|REST API|Kotlin|React Native,Advanced,25 hours,$14.99,4.5,English,No,https://www.udemy.com/course/react-native-+-hooks-course/
340,Firebase for Mobile Apps (Beginner),Udemy,Daniel Gallego,Mobile Development,SQLite|Android SDK|iOS SDK|Firebase|Git,Beginner,10 hours,$12.99,4.6,English,Yes,https://www.udemy.com/course/firebase-for-mobile-apps/
341,Firebase for Mobile Apps (Intermediate),Udemy,Daniel Gallego,Mobile Development,React Native|Kotlin|SQLite,Intermediate,10 hours,$12.99,4.6,English,Yes,https://www.udemy.com/course/firebase-for-mobile-apps/
342,Firebase for Mobile Apps (Advanced),Udemy,Daniel Gallego,Mobile Development,SQLite|Kotlin|Firebase|Java|React Native,Advanced,10 hours,$12.99,4.5,English,Yes,https://www.udemy.com/course/firebase-for-mobile-apps/
343,Mobile App Development with Ionic (Beginner),Coursera,Google,Mobile Development,Git|iOS SDK|Java|REST API|Kotlin,Beginner,4 months,Free,4.6,English,Yes,https://www.coursera.org/learn/mobile-app-development-with-ionic
344,Mobile App Development with Ionic (Intermediate),Coursera,Google,Mobile Development,React Native|Firebase|Android SDK|Swift|Kotlin,Intermediate,4 months,Free,4.6,English,Yes,https://www.coursera.org/learn/mobile-app-development-with-ionic
345,Mobile App Development with Ionic (Advanced),Coursera,Google,Mobile Development,Android SDK|SQLite|Swift,Advanced,4 months,Free,4.5,English,Yes,https://www.coursera.org/learn/mobile-app-development-with-ionic
346,Android Clean Architecture (Beginner),Udemy,Philipp Lackner,Mobile Development,Git|Firebase|SQLite|REST API,Beginner,12 hours,$14.99,4.7,English,Yes,https://www.udemy.com/course/android-clean-architecture/
347,Android Clean Architecture (Intermediate),Udemy,Philipp Lackner,Mobile Development,Kotlin|Java|iOS SDK|Android SDK|Firebase,Intermediate,12 hours,$14.99,4.7,English,No,https://www.udemy.com/course/android-clean-architecture/
348,Android Clean Architecture (Advanced),Udemy,Philipp Lackner,Mobile Development,REST API|Java|Kotlin|SQLite|React Native,Advanced,12 hours,$14.99,4.6,English,Yes,https://www.udemy.com/course/android-clean-architecture/
349,Cross-Platform Mobile Development (Beginner),edX,Microsoft,Mobile Development,SQLite|Git|Firebase|Kotlin,Beginner,4 months,Free,4.6,English,Yes,https://www.edx.org/course/cross-platform-mobile-development
350,Cross-Platform Mobile Development (Intermediate),edX,Microsoft,Mobile Development,Java|React Native|Git|Android SDK|iOS SDK,Intermediate,4 months,Free,4.6,English,Yes,https://www.edx.org/course/cross-platform-mobile-development
351,Cross-Platform Mobile Development (Advanced),edX,Microsoft,Mobile Development,Kotlin|Git|React Native,Advanced,4 months,Free,4.5,English,Yes,https://www.edx.org/course/cross-platform-mobile-development
352,تطوير تطبيقات Android بالعربي,Udemy Arabia,محمد علي,Mobile Development,iOS SDK|React Native|Git,Intermediate,25 ساعة,99 جنيه,4.6,Arabic,No,https://www.udemy.com/ar/course/تطوير-تطبيقات-Android-بالعربي
353,مسار Mobile Development,Mahara-Tech,ITI Egypt,Mobile Development,Android SDK|Firebase|iOS SDK,Beginner,40 ساعة,مجاني,4.8,Arabic,Yes,https://maharatech.gov.eg/course/مسار-Mobile-Development
354,React Native بالعربي,Udemy Arabia,عمر خالد,Mobile Development,iOS SDK|Android SDK|Java,Beginner,20 ساعة,99 جنيه,4.6,Arabic,No,https://www.udemy.com/ar/course/React-Native-بالعربي
355,دبلومة تطوير التطبيقات,AMIT,AMIT Egypt,Mobile Development,iOS SDK|Git|Kotlin,Beginner,3 أشهر,مدفوع,4.7,Arabic,Yes,https://amitlean.com/دبلومة-تطوير-التطبيقات
356,iOS Development بالعربي,Udemy Arabia,سارة أحمد,Mobile Development,Java|React Native|Git,Intermediate,18 ساعة,99 جنيه,4.5,Arabic,No,https://www.udemy.com/ar/course/iOS-Development-بالعربي
357,مسار Mobile,Sprints,Sprints Egypt,Mobile Development,Java|Swift|Git,Beginner,3 أشهر,مدفوع,4.8,Arabic,Yes,https://sprints.ai/مسار-Mobile
358,The Complete Flutter Bootcamp with Dart (Beginner),Udemy,Angela Yu,Flutter Development,UI Design|BLoC|REST API,Beginner,27 hours,$14.99,4.7,English,No,https://www.udemy.com/course/the-complete-flutter-bootcamp-with-dart/
359,The Complete Flutter Bootcamp with Dart (Intermediate),Udemy,Angela Yu,Flutter Development,Flutter|SQLite|BLoC|Provider|Firebase,Intermediate,27 hours,$14.99,4.7,English,No,https://www.udemy.com/course/the-complete-flutter-bootcamp-with-dart/
360,The Complete Flutter Bootcamp with Dart (Advanced),Udemy,Angela Yu,Flutter Development,GetX|BLoC|SQLite,Advanced,27 hours,$14.99,4.6,English,Yes,https://www.udemy.com/course/the-complete-flutter-bootcamp-with-dart/
361,Flutter & Dart: The Complete Guide (Beginner),Udemy,Maximilian Schwarzmuller,Flutter Development,Flutter|Firebase|SQLite|REST API|GetX,Beginner,42 hours,$14.99,4.7,English,No,https://www.udemy.com/course/flutter-and-dart-the-complete-guide/
362,Flutter & Dart: The Complete Guide (Intermediate),Udemy,Maximilian Schwarzmuller,Flutter Development,Provider|Firebase|UI Design,Intermediate,42 hours,$14.99,4.7,English,No,https://www.udemy.com/course/flutter-and-dart-the-complete-guide/
363,Flutter & Dart: The Complete Guide (Advanced),Udemy,Maximilian Schwarzmuller,Flutter Development,Provider|GetX|Firebase|Git|SQLite,Advanced,42 hours,$14.99,4.6,English,Yes,https://www.udemy.com/course/flutter-and-dart-the-complete-guide/
364,Flutter BLoC & Clean Architecture (Beginner),Udemy,Reso Coder,Flutter Development,REST API|SQLite|Dart|Firebase,Beginner,15 hours,$14.99,4.8,English,No,https://www.udemy.com/course/flutter-bloc-and-clean-architecture/
365,Flutter BLoC & Clean Architecture (Intermediate),Udemy,Reso Coder,Flutter Development,Firebase|Dart|Flutter,Intermediate,15 hours,$14.99,4.8,English,No,https://www.udemy.com/course/flutter-bloc-and-clean-architecture/
366,Flutter BLoC & Clean Architecture (Advanced),Udemy,Reso Coder,Flutter Development,UI Design|GetX|REST API|Git,Advanced,15 hours,$14.99,4.7,English,Yes,https://www.udemy.com/course/flutter-bloc-and-clean-architecture/
367,Dart and Flutter: Complete Developer Guide (Beginner),Udemy,Stephen Grider,Flutter Development,UI Design|Provider|REST API|GetX,Beginner,28 hours,$14.99,4.7,English,Yes,https://www.udemy.com/course/dart-and-flutter-complete-developer-guide/
368,Dart and Flutter: Complete Developer Guide (Intermediate),Udemy,Stephen Grider,Flutter Development,Git|SQLite|UI Design|Firebase,Intermediate,28 hours,$14.99,4.7,English,No,https://www.udemy.com/course/dart-and-flutter-complete-developer-guide/
369,Dart and Flutter: Complete Developer Guide (Advanced),Udemy,Stephen Grider,Flutter Development,Dart|GetX|SQLite,Advanced,28 hours,$14.99,4.6,English,Yes,https://www.udemy.com/course/dart-and-flutter-complete-developer-guide/
370,Building Beautiful UIs with Flutter (Beginner),Coursera,Google,Flutter Development,UI Design|Provider|Flutter,Beginner,4 weeks,Free,4.8,English,Yes,https://www.coursera.org/learn/building-beautiful-uis-with-flutter
371,Building Beautiful UIs with Flutter (Intermediate),Coursera,Google,Flutter Development,BLoC|SQLite|Git,Intermediate,4 weeks,Free,4.8,English,Yes,https://www.coursera.org/learn/building-beautiful-uis-with-flutter
372,Building Beautiful UIs with Flutter (Advanced),Coursera,Google,Flutter Development,Git|Flutter|Dart|REST API,Advanced,4 weeks,Free,4.7,English,Yes,https://www.coursera.org/learn/building-beautiful-uis-with-flutter
373,Flutter State Management (Beginner),edX,Google,Flutter Development,BLoC|Provider|GetX,Beginner,6 weeks,Free,4.7,English,Yes,https://www.edx.org/course/flutter-state-management
374,Flutter State Management (Intermediate),edX,Google,Flutter Development,Flutter|GetX|UI Design|BLoC,Intermediate,6 weeks,Free,4.7,English,Yes,https://www.edx.org/course/flutter-state-management
375,Flutter State Management (Advanced),edX,Google,Flutter Development,REST API|Provider|BLoC|Flutter|UI Design,Advanced,6 weeks,Free,4.6,English,Yes,https://www.edx.org/course/flutter-state-management
376,Become a Flutter Developer (Beginner),LinkedIn Learning,LinkedIn,Flutter Development,SQLite|Git|BLoC|GetX|UI Design,Beginner,15 hours,$39.99/mo,4.6,English,Yes,https://www.linkedin.com/learning/become-a-flutter-developer
377,Become a Flutter Developer (Intermediate),LinkedIn Learning,LinkedIn,Flutter Development,Dart|GetX|Provider,Intermediate,15 hours,$39.99/mo,4.6,English,No,https://www.linkedin.com/learning/become-a-flutter-developer
378,Become a Flutter Developer (Advanced),LinkedIn Learning,LinkedIn,Flutter Development,Provider|Firebase|REST API|BLoC|GetX,Advanced,15 hours,$39.99/mo,4.5,English,No,https://www.linkedin.com/learning/become-a-flutter-developer
379,Flutter Firebase & DDD Course (Beginner),Udemy,Reso Coder,Flutter Development,Flutter|UI Design|Git|Dart|Provider,Beginner,14 hours,$14.99,4.7,English,No,https://www.udemy.com/course/flutter-firebase-and-ddd-course/
380,Flutter Firebase & DDD Course (Intermediate),Udemy,Reso Coder,Flutter Development,Git|SQLite|Firebase|BLoC,Intermediate,14 hours,$14.99,4.7,English,Yes,https://www.udemy.com/course/flutter-firebase-and-ddd-course/
381,Flutter Firebase & DDD Course (Advanced),Udemy,Reso Coder,Flutter Development,UI Design|Provider|Firebase|REST API,Advanced,14 hours,$14.99,4.6,English,No,https://www.udemy.com/course/flutter-firebase-and-ddd-course/
382,Flutter GetX Complete Course (Beginner),Udemy,Fahim Hossain,Flutter Development,Provider|Git|SQLite|UI Design|BLoC,Beginner,10 hours,$12.99,4.6,English,No,https://www.udemy.com/course/flutter-getx-complete-course/
383,Flutter GetX Complete Course (Intermediate),Udemy,Fahim Hossain,Flutter Development,Flutter|Provider|Git|SQLite,Intermediate,10 hours,$12.99,4.6,English,Yes,https://www.udemy.com/course/flutter-getx-complete-course/
384,Flutter GetX Complete Course (Advanced),Udemy,Fahim Hossain,Flutter Development,UI Design|BLoC|Flutter|Git,Advanced,10 hours,$12.99,4.5,English,No,https://www.udemy.com/course/flutter-getx-complete-course/
385,Flutter & REST API Integration (Beginner),Udemy,Tadas Petra,Flutter Development,UI Design|REST API|Flutter|BLoC,Beginner,6 hours,$12.99,4.6,English,No,https://www.udemy.com/course/flutter-and-rest-api-integration/
386,Flutter & REST API Integration (Intermediate),Udemy,Tadas Petra,Flutter Development,Git|GetX|Firebase,Intermediate,6 hours,$12.99,4.6,English,Yes,https://www.udemy.com/course/flutter-and-rest-api-integration/
387,Flutter & REST API Integration (Advanced),Udemy,Tadas Petra,Flutter Development,UI Design|Dart|REST API,Advanced,6 hours,$12.99,4.5,English,Yes,https://www.udemy.com/course/flutter-and-rest-api-integration/
388,Flutter Animation Masterclass (Beginner),Udemy,Marcus Ng,Flutter Development,Provider|GetX|Firebase|REST API,Beginner,7 hours,$12.99,4.7,English,Yes,https://www.udemy.com/course/flutter-animation-masterclass/
389,Flutter Animation Masterclass (Intermediate),Udemy,Marcus Ng,Flutter Development,Git|SQLite|Flutter|Provider,Intermediate,7 hours,$12.99,4.7,English,Yes,https://www.udemy.com/course/flutter-animation-masterclass/
390,Flutter Animation Masterclass (Advanced),Udemy,Marcus Ng,Flutter Development,REST API|Git|Provider|SQLite|UI Design,Advanced,7 hours,$12.99,4.6,English,No,https://www.udemy.com/course/flutter-animation-masterclass/
391,Flutter & Dart: Zero to Mastery (Beginner),Udemy,Andrei Neagoie,Flutter Development,Firebase|SQLite|Provider|BLoC,Beginner,30 hours,$14.99,4.7,English,No,https://www.udemy.com/course/flutter-and-dart-zero-to-mastery/
392,Flutter & Dart: Zero to Mastery (Intermediate),Udemy,Andrei Neagoie,Flutter Development,BLoC|SQLite|REST API|Dart|Firebase,Intermediate,30 hours,$14.99,4.7,English,No,https://www.udemy.com/course/flutter-and-dart-zero-to-mastery/
393,Flutter & Dart: Zero to Mastery (Advanced),Udemy,Andrei Neagoie,Flutter Development,BLoC|UI Design|REST API,Advanced,30 hours,$14.99,4.6,English,No,https://www.udemy.com/course/flutter-and-dart-zero-to-mastery/
394,Advanced Flutter: State Management (Beginner),Udemy,Andrea Bizzotto,Flutter Development,SQLite|Provider|BLoC|Firebase,Beginner,11 hours,$14.99,4.8,English,Yes,https://www.udemy.com/course/advanced-flutter-state-management/
395,Advanced Flutter: State Management (Intermediate),Udemy,Andrea Bizzotto,Flutter Development,Git|GetX|UI Design|SQLite|Firebase,Intermediate,11 hours,$14.99,4.8,English,Yes,https://www.udemy.com/course/advanced-flutter-state-management/
396,Advanced Flutter: State Management (Advanced),Udemy,Andrea Bizzotto,Flutter Development,Flutter|BLoC|Dart|Firebase,Advanced,11 hours,$14.99,4.7,English,No,https://www.udemy.com/course/advanced-flutter-state-management/
397,Flutter Testing and Debugging (Beginner),Udemy,Reso Coder,Flutter Development,BLoC|SQLite|REST API|Dart|UI Design,Beginner,6 hours,$12.99,4.7,English,No,https://www.udemy.com/course/flutter-testing-and-debugging/
398,Flutter Testing and Debugging (Intermediate),Udemy,Reso Coder,Flutter Development,BLoC|Firebase|Dart|UI Design|Provider,Intermediate,6 hours,$12.99,4.7,English,Yes,https://www.udemy.com/course/flutter-testing-and-debugging/
399,Flutter Testing and Debugging (Advanced),Udemy,Reso Coder,Flutter Development,Flutter|Git|REST API,Advanced,6 hours,$12.99,4.6,English,Yes,https://www.udemy.com/course/flutter-testing-and-debugging/
400,Flutter UI Design Masterclass (Beginner),Udemy,Johannes Millan,Flutter Development,Dart|GetX|Provider,Beginner,8 hours,$12.99,4.6,English,No,https://www.udemy.com/course/flutter-ui-design-masterclass/
401,Flutter UI Design Masterclass (Intermediate),Udemy,Johannes Millan,Flutter Development,Firebase|Flutter|UI Design,Intermediate,8 hours,$12.99,4.6,English,No,https://www.udemy.com/course/flutter-ui-design-masterclass/
402,Flutter UI Design Masterclass (Advanced),Udemy,Johannes Millan,Flutter Development,SQLite|UI Design|REST API|GetX|Firebase,Advanced,8 hours,$12.99,4.5,English,No,https://www.udemy.com/course/flutter-ui-design-masterclass/
403,Flutter بالعربي من الصفر,Udemy Arabia,محمد عبدالله,Flutter Development,BLoC|Flutter|Dart,Beginner,30 ساعة,99 جنيه,4.8,Arabic,No,https://www.udemy.com/ar/course/Flutter-بالعربي-من-الصفر
404,مسار Flutter,Mahara-Tech,ITI Egypt,Flutter Development,Git|Flutter|Firebase,Intermediate,45 ساعة,مجاني,4.9,Arabic,Yes,https://maharatech.gov.eg/course/مسار-Flutter
405,Flutter و Dart بالعربي,Udemy Arabia,أحمد شوقي,Flutter Development,Firebase|Flutter|GetX,Intermediate,25 ساعة,99 جنيه,4.7,Arabic,No,https://www.udemy.com/ar/course/Flutter-و-Dart-بالعربي
406,دبلومة Flutter,AMIT,AMIT Egypt,Flutter Development,Firebase|BLoC|Flutter,Beginner,3 أشهر,مدفوع,4.8,Arabic,Yes,https://amitlean.com/دبلومة-Flutter
407,BLoC Pattern بالعربي,Udemy Arabia,عمر محمد,Flutter Development,BLoC|Dart|Provider,Intermediate,12 ساعة,79 جنيه,4.7,Arabic,No,https://www.udemy.com/ar/course/BLoC-Pattern-بالعربي
408,مسار Flutter,Sprints,Sprints Egypt,Flutter Development,SQLite|Git|UI Design,Beginner,3 أشهر,مدفوع,4.9,Arabic,Yes,https://sprints.ai/مسار-Flutter
409,Google UX Design Certificate (Beginner),Coursera,Google,UI/UX Design,Usability Testing|Wireframing|Prototyping|Design Systems|Figma,Beginner,6 months,Free,4.8,English,Yes,https://www.coursera.org/learn/google-ux-design-certificate
410,Google UX Design Certificate (Intermediate),Coursera,Google,UI/UX Design,Sketch|Usability Testing|Wireframing|User Research,Intermediate,6 months,Free,4.8,English,Yes,https://www.coursera.org/learn/google-ux-design-certificate
